aminerKey,dblpKey,title
1289463,3136306,Repairing Concavities in ROC Curves.
1269466,2145813,A Theory of Forgetting in Logic Programming.
1478848,2145811,What Does Knowledge Representation Have to Say to Artificial Intelligence?
1478764,2145815,Problem Structure in the Presence of Perturbations.
1641968,2908028,Partial duplicate detection for large book collections.
1742134,3080318,Investigating Biometric Response for Information Retrieval Applications.
1415713,3080319,Effective Pre-retrieval Query Performance Prediction Using Similarity and Variability Evidence.
1292590,2908020,Personalized social search based on the user's social network.
1642062,2908021,Extracting cross references from life science databases for search result ranking.
1387547,3080317,Term Proximity Scoring for Keyword-Based Retrieval Systems.
1195909,3080311,Encoding Ordinal Features into Binary Features for Text Classification.
1130818,2908026,Classifying networked entities with modularity kernels.
1697445,3080313,A Performance Prediction Approach to Enhance Collaborative Filtering Performance.
1992487,2152551,Do social explanations work?: studying and modeling the effects of social explanations in recommender systems.
1746836,2152550,Optimizing budget allocation among channels and influencers.
2064021,2152557,Personal APIs as an enabler for designing and implementing people as social machines.
2062546,2152555,Graph structure in the web - revisited: a trick of the heavy tail.
769369,2152554,B2B integration over the Internet with XML: RosettaNet successes and challenges.
1190158,2152559,Analyzing seller practices in a Brazilian marketplace.
1992058,2153811,Fast anomaly detection despite the duplicates.
458608,2243279,A View Mechanism for Object-Oriented Databases.
783546,2911868,Virtual cursors for XML joins.
1195886,3080724,Quality-Oriented Search for Depression Portals.
1190161,2154245,Predicting click through rate for job listings.
459024,2243277,Complex Aggregation at Multiple Granularities.
1962356,2243276,Enhanced stream processing in a DBMS kernel.
807398,2154241,Building reactive web applications.
1962318,2243270,SWAT: a lightweight load balancing method for multitenant databases.
1992401,2153815,Inferring the demographics of search users: social data meets search queries.
1846807,1431709,Accountability and Trust in Cooperative Information Systems.
869619,2153817,Adaptive web sites: user studies and simulation.
1279468,3131599,Multiagent Planning with Partially Ordered Temporal Plans.
1292662,2908810,Exploring multimedia databases via optimization-based relevance feedback and the earth mover's distance.
1996904,2519419,Panel: a data scientist's guide to making money from start-ups.
310517,2519418,Towards an effective cooperation of the user and the computer for classification.
1214753,2519413,BGP-lens: patterns and anomalies in internet routing updates.
342647,2519412,Magical thinking in data mining: lessons from CoIL challenge 2000.
1292737,2908812,Smoothing DCG for learning to rank: a novel approach using smoothed hinge functions.
1872263,2519417,Mining recent temporal patterns for event detection in multivariate time series data.
1992307,2519415,Heat pump detection from coarse grained smart meter data with positive and unlabeled learning.
799785,1701129,A Tolerance Rough Set Approach to Clustering Web Search Results.
1108893,1701128,Nonstationary Gaussian Process Regression Using Point Estimates of Local Smoothness.
1268066,1701127,A Generic Approach to Topic Models.
1495588,1701126,Evolutionary Dynamics of Regret Minimization.
477651,1701124,Postponing the Evaluation of Attributes with a High Number of Boundary Points.
478455,1701122,Discovery of Temporal Patterns. Learning Rules about the Qualitative Behaviour of Time Series.
1617252,1701120,Permutation Structure in 0-1 Data.
1482317,2909777,Quantifying uncertainty in multi-dimensional cardinality estimations.
1919839,2909776,Towards jointly extracting aspects and aspect-specific sentiment knowledge.
259985,2909775,Focusing Search in Hierarchical Structures with Directory Sets.
1920023,2909774,A tool for automated evaluation of algorithms.
260003,2909773,Learning Fuzzy Knowledge from Training Examples.
838469,2909772,Fast webpage classification using URL features.
706391,2909771,Processing OODB Queries by O-Algebra.
214724,2909770,Performance Evaluation of G-tree and Its Application in Fuzzy Databases.
805874,2156075,Accessibility: a Web engineering approach.
1747012,2156076,Developing domain-specific mashup tools for end users.
805861,2156071,"Web-assisted annotation, semantic indexing and search of television and radio news."
1992490,2156072,Truthful incentives in crowdsourcing tasks using regret minimization mechanisms.
495930,3130887,Efficient SQL-Querying Method for Data Mining in Large Data Bases.
1274567,3130880,Learning General Search Control from Outside Guidance.
2062593,2156079,Online abusive users analytics through visualization.
1272493,3130883,Model-Building in the Visions System.
283049,2145149,Verifying that Agents Implement a Communication Language.
654478,1722463,Location-based Spatial Queries.
1270013,2144021,KSU Willie in Semantic Vision Challenge.
529809,2144022,Dynamic Representations and Escaping Local Optima: Improving Genetic Algorithms and Local Search.
411754,1722462,The Document Concept in a Data Base.
159427,2144025,Avoiding Tests for Subsumption.
1469390,2144026,Rules for the Implicit Acquisition of Knowledge about the User.
1992089,2153734,DFT-extractor: a system to extract domain-specific faceted taxonomies from wikipedia.
807289,2153736,Mobile multimedia services.
1746863,2153737,On directly mapping relational databases to RDF and OWL.
1190188,2153730,Rethinking email message and people search.
869573,2153731,CiteSeerx: an architecture and web service design for an academic document search engine.
1400053,2153732,Context-oriented web video tag recommendation.
769381,2153733,SPT-based topology algorithm for constructing power efficient wireless ad hoc networks.
28124,2192975,Independent and Separable Database Schemes.
1581843,2192974,Relational transducers for declarative networking.
122392,2192971,Queries Are Easier Than You Thought (Probably).
333845,2192970,Flexible Queries Over Semistructured Data.
237205,2192973,Processing Queries By Linear Constraints.
190745,2192972,Database Metatheory: Asking the Big Queries.
1489123,1991473,New Approach in Data Stream Association Rule Mining Based on Graph Structure.
463742,1433888,Supporting Data Mining of Large Databases by Visual Feedback Queries.
800550,1433889,THALIA: Test Harness for the Assessment of Legacy Information Integration Approaches.
1884231,2890703,A flow model for joint action recognition and identity maintenance.
1884139,2890702,Active learning for semantic segmentation with expected change.
1206983,1433886,Frontiers in Information and Software as Services.
800502,1433887,Adaptive Caching for Continuous Queries.
1750273,2890707,Learning to find occlusion regions.
1400004,2155673,Fast and parallel webpage layout.
807355,2155671,On the feasibility of low-rank approximation for personalized PageRank.
348170,2155675,An event-condition-action language for XML.
2062587,2155674,iFeel: a system that compares and combines sentiment analysis methods.
1469473,2144793,Energy Constraints on Deformable Models: Recovering Shape and Non-Rigid Motion.
1495569,1700294,A Cluster-Level Semi-supervision Model for Interactive Clustering.
1077630,1700292,A Collaborative Filtering Framework Based on Both Local User Similarity and Global User Similarity.
1108852,1700293,A Fast Method for Training Linear SVM in the Primal.
1476261,2144794,Integrating Grid-Based and Topological Maps for Mobile Robot Navigation.
1269856,2144795,Analyzing the Performance of Pattern Database Heuristics.
501371,2867644,Knowledge Discovery in SportsFinder: An Agent to Extract Sports Results from the Web.
1411131,2867646,A New Framework for Taxonomy Discovery from Text.
1195989,2867647,Arif Index for Predicting the Classification Accuracy of Features and Its Application in Heart Beat Classification Problem.
1707817,2867640,Improving Rough Classifiers Using Concept Ontology.
1874817,2867642,Building Decision Trees for the Multi-class Imbalance Problem.
458592,2242208,Distributed Database Applications - Introduction by the Session Chairman.
730059,2910755,Representing interests as a hyperlinked document collection.
1266218,2910754,"Confucius and ""its"" intelligent disciples."
466351,2073231,Metric Rule Generation with Septic Shock Patient Data.
1879069,2551980,Dual role model for question recommendation in community question answering.
481094,1949059,Implementation and Performance Evaluation of a Parallel Transitive Closure Algorithm on PRISMA/DB.
1663617,1700749,SD-Map - A Fast Algorithm for Exhaustive Subgroup Discovery.
1699612,2276155,Annealed Discriminant Analysis.
799795,1700741,HIClass: Hyper-interactive Text Classification by Interactive Supervision of Document and Term Labels.
1268017,1700743,Are We There Yet?.
478140,1700744,Action-Rules: How to Increase Profit of a Company.
1617301,1700747,ShiftTree: An Interpretable Model-Based Approach for Time Series Classification.
1372731,2242200,PerK: personalized keyword search in relational databases through preferences.
1269783,2145778,Improved State Estimation in Multiagent Settings with Continuous or Large Discrete State Spaces.
1478725,2145776,AIR-SOAR: Intelligent Multi-Level Control.
1250626,2145775,"Negation, Contrast and Contradiction in Text Processing."
578737,2145773,Strategies for Determining Causes of Events.
1250507,2145772,Unifying Logical and Statistical AI.
1269364,2145771,Team Member Reallocation via Tree Pruning.
