aminerKey,title
2895104,Recognition of Complex Events: Exploiting Temporal Dynamics between Underlying Concepts.
2140911,A Control Dichotomy for Pure Scoring Rules.
2140912,An Efficient Higher-Order Consistency Algorithm for Table Constraints.
2140913,Noise-Robust Semi-Supervised Learning by Large-Scale Sparse Coding.
2892451,Tracking Loose-Limbed People.
2892454,Design and Deployment of Visible-Thermal Biometric Surveillance Systems.
2892457,Learning to Detect Ground Control Points for Improving the Accuracy of Stereo Matching.
2892456,Structure from image sequences captured through a monocular extra-wide angle lens.
2896987,Manifold learning using robust Graph Laplacian for interactive image search.
2910895,HYKIS - An Information Retrieval System Based on a Hybrid Knowledge Base.
2889509,Attributed Graph Mining and Matching: An Attempt to Define and Extract Soft Attributed Patterns.
2889503,Learning shape prior models for object matching.
1948897,Efficient Secure Query Evaluation over Encrypted XML Databases.
2147329,Mixed Observability Predictive State Representations.
2242957,"Inside ""Big Data management"": ogres, onions, or parfaits?"
2694551,Significant Subgraph Mining with Multiple Testing Correction.
2694552,Integrity Verification of K-means Clustering Outsourced to Infrastructure as a Service (IaaS) Providers.
2242958,Distributed Secure Search in the Personal Cloud.
2694553,Mining Labelled Tensors by Discovering both their Common and Discriminative Subspaces.
2694554,On Demand Phenotype Ranking through Subspace Clustering.
2142512,Evidential Reasoning with Temporal Aspects.
2142510,A Stronger Consistency for Soft Global Constraints in Weighted Constraint Satisfaction.
2908552,Meta-Path-Based Ranking with Pseudo Relevance Feedback on Heterogeneous Graph for Citation Recommendation.
2908558,Urban Traffic Prediction through the Second Use of Inexpensive Big Data from Buildings.
2694557,PICS: Parameter-free Identification of Cohesive Subgroups in Large Attributed Graphs.
3136495,Literal-Based MCS Extraction.
2889849,A New Visualization Paradigm for Multispectral Imagery And Data Fusion.
2694515,Distribution Regularized Regression Framework for Climate Modeling.
2519650,Tornado Forecasting with Multiple Markov Boundaries.
2519656,Client Clustering for Hiring Modeling in Work Marketplaces.
3137137,Verification of Knowledge-Based Programs over Description Logic Actions.
3135977,Optimal Auctions for Partially Rational Bidders.
3137136,Clustering-Based Joint Feature Selection for Semantic Attribute Prediction.
2909205,Probabilistic Classifier Chain Inference via Gibbs Sampling.
2909203,Finding News Citations for Wikipedia.
2144594,"When Is Constrained Clustering Beneficial, and Why?."
2893419,Online Learning for Human-Robot Interaction.
2895709,Unsupervised discovery of co-occurrence in sparse high dimensional data.
2893416,Online visual vocabulary pruning using pairwise constraints.
2893417,Beyond the graphs: Semi-parametric semi-supervised discriminant analysis.
2193576,Constraints among Argument Sizes in Logic Programs.
2890144,Nearest Neighbor Search Using Additive Binary Tree.
2890147,Spatial-Depth Super Resolution for Range Images.
3135974,Tradeoffs between Incentive Mechanisms in Boolean Games.
2897241,An Open Problem in Matching Sets of 3D Lines.
2897247,On an analysis of static occlusion in stereo vision.
2897246,A learning-based hybrid tagging and browsing approach for efficient manual image annotation.
2897245,Multi-primitive hierarchical (MPH) stereo system.
2888225,Bayesian tactile face.
2897248,A fast linear shape from shading.
2518212,Data Mining for Direct Marketing: Problems and Solutions.
2518216,Targeting direct cash transfers to the extremely poor.
2518215,Cinema Data Mining: The Smell of Fear.
2518218,A PCA-Based Change Detection Framework for Multidimensional Data Streams: Change Detection in Multidimensional Data Streams.
3135973,Planning for a Single Agent in a Multi-Agent Environment Using FOND.
1700504,Huber-Norm Regularization for Linear Prediction Models.
1700505,Exploratory Analysis of Text Collections Through Visualization and Hybrid Biclustering.
1700502,"Cutset Networks: A Simple, Tractable, and Scalable Approach for Improving the Accuracy of Chow-Liu Trees."
1700501,Position Preserving Multi-Output Prediction.
2887894,Absolute orientation from uncertain point data: a unified approach.
2887890,Phase-based frame interpolation for video.
2550176,"Conceptual Representation for Knowledge Bases and ""Intelligent"" Information Retrieval Systems."
2550174,"STICS: searching with strings, things, and cats."
2550173,Is This Your Final Answer?: Evaluating the Effect of Answers on Good Abandonment in Mobile Search.
3134634,"A Synthetic Approach for Recommendation: Combining Ratings, Social Relations, and Reviews."
1432919,"Demonstration of Taghreed: A system for querying, analyzing, and visualizing geotagged microblogs."
1432913,HaTen2: Billion-scale tensor decompositions.
1991359,Extending Process Monitoring to Simultaneous False Alarm Rejection and Fault Identification (FARFI).
1991350,Predictive Modeling for End-of-Life Pain Outcome Using Electronic Health Records.
2888936,Ground Plane Estimation Using a Hidden Markov Model.
3131004,Stacked Generalizations: When Does It Work?
2154834,Multichannel Publication using MPEG-21 DIDL and Extensions.
2867842,Toxicity Prediction in Cancer Using Multiple Instance Learning in a Multi-task Framework.
2867844,Semi-supervised Clustering on Heterogeneous Information Networks.
2867845,Sentiment Analysis on Microblogging by Integrating Text and Image Features.
2867849,Visualization of PICO Elements for Information Needs Clarification and Query Refinement.
2909986,Learning to Re-Rank Questions in Community Question Answering Using Advanced Features.
2549740,Exploring recommendations in internet of things.
3136804,Exploiting Domain Knowledge for Approximate Diagnosis.
1433746,PABIRS: A data access middleware for distributed file systems.
1433741,An embedding approach to anomaly detection.
3080438,A Study of Smoothing Methods for Relevance-Based Language Modelling of Recommender Systems.
3080435,Improving Aggregated Search Coherence.
2152291,Web Link Behavior and Consequences for Connectivity Based Authority Measures.
1431673,Automatic entity-grouping for OLTP workloads.
1431674,Abstract Process Data Warehousing.
2152297,"Centrality Measures on Big Graphs: Exact, Approximated, and Distributed Algorithms."
2151920,Portable Minimal Web Servers.
2866719,Differential Privacy Preserving Spectral Graph Analysis.
1700883,Privacy-Preserving Mobility Monitoring Using Sketches of Stationary Sensor Readings.
1700882,Discovering Audience Groups and Group-Specific Influencers.
1700881,Properly Acting under Partial Observability with Action Feasibility Constraints.
1700886,Probabilistic Programming in Anglican.
3080296,Page Retrievability Calculator.
2895543,Correlational spectral clustering.
2243338,A Generic Solution to Integrate SQL and Analytics for Big Data.
1852813,"Detecting Social Media Icebergs by Their Tips: Rumors, Persuasion Campaigns, and Information Needs."
1852811,Mining Complaints to Improve a Product: a Study about Problem Phrase Extraction from User Reviews.
1852816,Quality Management in Crowdsourcing using Gold Judges Behavior.
1852814,Personalized Mobile App Recommendation: Reconciling App Functionality and User Privacy Preference.
1852818,Robust Tree-based Causal Inference for Complex Ad Effectiveness Analysis.
2908616,Contextual Text Understanding in Distributional Semantic Space.
2694868,On the Equivalence of Nonnegative Matrix Factorization and Spectral Clustering.
2694869,Measuring Discrimination in Socially-Sensitive Decision Records.
2694864,Efficient Clustering of Metagenomic Sequences using Locality Sensitive Hashing.
2694865,It Takes Two to Tango: Exploring Social Tie Development with Both Online and Offline Interactions.
2694866,Tracking Events Using Time-dependent Hierarchical Dirichlet Tree Model.
2694867,ROCsearch - An ROC-guided Search Strategy for Subgroup Discovery.
2694860,Modeling Clinical Time Series Using Gaussian Process Sequences.
2694861,Providing Privacy through Plausibly Deniable Search.
2694862,Finding Subgroups having Several Descriptions: Algorithms for Redescription Mining.
1431585,Scaling up copy detection.
2896389,Revisiting kernelized locality-sensitive hashing for improved large-scale image retrieval.
2893351,Extrinsic and depth calibration of ToF-cameras.
2893352,Learning-Based Building Outline Detection from Multiple Aerial Images.
2893355,Dynamic Shadow Elimination for Multi-Projector Displays.
2893359,An algorithm for self calibration from several views.
2896659,GPCA with denoising: A moments-based convex approach.
2896658,Many-to-one contour matching for describing and discriminating object shape.
2896652,Transparent Object Reconstruction via Coded Transport of Intensity.
2896650,Unsupervised Trajectory Modelling Using Temporal Information via Minimal Paths.
2910744,GStreamMiner: A GPU-accelerated Data Stream Mining Framework.
2896654,Linear Ranking Analysis.
2895530,Face recognition using eigenfaces.
2146064,Active Learning with Model Selection.
2073105,Time Series Join on Subsequence Correlation.
1701376,Sign Constrained Rectifier Networks with Applications to Pattern Decompositions.
1701374,Efficiently Finding Arbitrarily Scaled Patterns in Massive Time Series Databases.
1701375,Interactive Medical Miner: Interactively Exploring Subpopulations in Epidemiological Datasets.
1701372,Generalized Online Sparse Gaussian Processes with Application to Persistent Mobile Robot Localization.
1701370,Anti-discrimination Analysis Using Privacy Attack Strategies.
1701371,The Stochastic Gradient Descent for the Primal L1-SVM Optimization Revisited.
2152661,Design and Implementation: the End User Development Ecosystem for Cross-platform Mobile Applications.
2896794,Determining a maximum value yield of a log using an optical log scanner.
2141285,Learning the Kernel Matrix with Low-Rank Multiplicative Shaping.
3134713,Large Scale Homophily Analysis in Twitter Using a Twixonomy.
2153508,TLScompare: Crowdsourcing Rules for HTTPS Everywhere.
2141228,Living and Searching in the World: Object-Based State Estimation for Mobile Robots.
2144619,Utilizing Partial Policies for Identifying Equivalence of Behavioral Models.
2153503,Making XML Schema Easier to Read and Write.
2141224,A Symbolic SAT-Based Algorithm for Almost-Sure Reachability with Small Strategies in POMDPs.
2141227,Sparse Group Restricted Boltzmann Machines.
2153507,Using Metafeatures to Increase the Effectiveness of Latent Semantic Models in Web Search.
